"","workclass","marital_status","occupation","relationship","race","sex","native_country","income","age","education_num","hours_per_week","capital"
"2097","Private","Never-married","Handlers-cleaners","Own-child","Black","Male","USA","<=50K",25,5,40,2907
"2098","Private","Separated","Adm-clerical","Not-in-family","Black","Male","USA","<=50K",41,9,40,2354
"2099","Private","Married","Handlers-cleaners","Husband","White","Male","USA","<=50K",35,9,40,5013
"2100","Private","Married","Adm-clerical","Husband","White","Male","USA",">50K",51,10,40,7298
"2101","Private","Never-married","Sales","Not-in-family","White","Female","USA",">50K",29,13,35,13550
"2102","Private","Married","Adm-clerical","Husband","White","Male","USA","<=50K",41,10,40,2829
"2103","Private","Divorced","Exec-managerial","Not-in-family","White","Male","USA","<=50K",38,13,60,6849
"2104","Private","Married","Exec-managerial","Wife","White","Female","USA",">50K",43,14,32,15024
"2105","Private","Separated","Prof-specialty","Not-in-family","Black","Female","USA",">50K",41,13,60,99999
"2106","Private","Married","Machine-op-inspct","Husband","Black","Male","USA",">50K",36,9,40,5178
"2107","Private","Married","Exec-managerial","Husband","White","Male","USA","<=50K",26,10,50,4064
"2108","Private","Never-married","Sales","Not-in-family","White","Female","USA",">50K",32,15,50,13550
"2109","Federal-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",35,13,40,7298
"2110","Private","Separated","Prof-specialty","Other-relative","Black","Female","USA",">50K",47,9,38,14084
"2111","Local-gov","Married","Craft-repair","Husband","White","Male","USA","<=50K",53,9,35,5013
"2112","Private","Divorced","Craft-repair","Not-in-family","White","Male","USA",">50K",58,9,48,14344
"2113","Private","Married","Sales","Husband","White","Male","USA",">50K",51,12,45,5178
"2114","Private","Married","Sales","Husband","White","Male","USA","<=50K",57,10,50,5013
"2115","Self-emp-not-inc","Married","Craft-repair","Husband","Asian-Pac-Islander","Male","USA","<=50K",42,11,40,2885
"2116","Private","Widowed","Adm-clerical","Not-in-family","White","Female","USA","<=50K",65,10,40,2346
"2117","Private","Divorced","Machine-op-inspct","Unmarried","White","Male","USA","<=50K",39,9,40,2977
"2118","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",69,14,40,6514
"2119","Private","Married","Sales","Husband","White","Male","USA",">50K",54,10,50,7298
"2120","Self-emp-not-inc","Never-married","Prof-specialty","Not-in-family","White","Male","USA",">50K",49,16,70,99999
"2121","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",47,14,55,15024
"2122","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",42,10,32,15024
"2123","Private","Never-married","Sales","Own-child","Asian-Pac-Islander","Male","Other","<=50K",25,13,40,2174
"2124","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",42,13,40,7688
"2125","Private","Never-married","Sales","Own-child","White","Male","USA","<=50K",18,8,14,594
"2126","State-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",48,15,50,15024
"2127","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",53,9,40,7298
"2128","Local-gov","Married","Prof-specialty","Husband","Black","Male","Other",">50K",66,16,35,20051
"2129","Private","Never-married","Craft-repair","Own-child","Black","Male","USA","<=50K",23,9,40,2597
"2130","Local-gov","Never-married","Tech-support","Not-in-family","White","Male","USA",">50K",24,10,50,14344
"2131","Private","Married","Adm-clerical","Wife","White","Female","USA",">50K",61,10,34,15024
"2132","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",51,9,50,7298
"2133","Private","Married","Adm-clerical","Wife","White","Female","USA",">50K",73,10,36,20051
"2134","Self-emp-not-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",36,13,50,4386
"2135","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",38,10,40,7688
"2136","Private","Divorced","Machine-op-inspct","Not-in-family","White","Male","USA","<=50K",60,9,40,4650
"2137","State-gov","Divorced","Exec-managerial","Unmarried","White","Female","USA","<=50K",40,14,40,1506
"2138","Self-emp-not-inc","Divorced","Sales","Not-in-family","Black","Male","USA","<=50K",60,9,55,2597
"2139","Self-emp-inc","Married","Transport-moving","Husband","White","Male","Other",">50K",57,9,60,5178
"2140","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",40,13,50,7298
"2141","Private","Divorced","Craft-repair","Unmarried","White","Female","USA",">50K",55,5,37,99999
"2142","Private","Never-married","Handlers-cleaners","Not-in-family","White","Male","USA","<=50K",62,14,40,4650
"2143","Local-gov","Never-married","Prof-specialty","Not-in-family","White","Female","USA","<=50K",32,14,40,4865
"2144","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",60,13,45,15024
"2145","Private","Never-married","Prof-specialty","Not-in-family","White","Male","USA","<=50K",72,14,60,2329
"2146","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",42,13,45,7298
"2147","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",34,11,40,7688
"2148","Self-emp-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",50,14,50,7298
"2149","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",30,13,60,3103
"2150","Private","Married","Adm-clerical","Wife","Black","Female","USA",">50K",25,10,40,3103
"2151","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",56,9,45,3103
"2152","State-gov","Divorced","Prof-specialty","Unmarried","White","Female","USA","<=50K",43,13,36,1506
"2153","Private","Married","Exec-managerial","Wife","White","Female","USA",">50K",34,10,50,7688
"2154","Private","Separated","Adm-clerical","Not-in-family","White","Female","USA","<=50K",49,12,40,2597
"2155","Federal-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",56,13,40,7688
"2156","Private","Married","Exec-managerial","Wife","White","Female","USA",">50K",44,9,40,3103
"2157","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",38,9,70,7688
"2158","Private","Married","Sales","Husband","White","Male","USA",">50K",32,10,50,5178
"2159","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",35,15,50,7688
"2160","Self-emp-not-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",48,13,50,99999
"2161","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",51,14,50,7298
"2162","Private","Divorced","Exec-managerial","Not-in-family","White","Male","USA",">50K",44,11,40,8614
"2163","Private","Separated","Exec-managerial","Not-in-family","White","Male","USA",">50K",38,13,45,27828
"2164","Private","Widowed","Prof-specialty","Unmarried","White","Female","USA","<=50K",49,13,35,1506
"2165","Private","Never-married","Prof-specialty","Not-in-family","White","Female","USA","<=50K",68,14,40,3273
"2166","Private","Never-married","Other-service","Own-child","White","Female","USA","<=50K",25,9,40,114
"2167","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",33,14,45,7298
"2168","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",48,9,40,7298
"2169","Self-emp-inc","Married","Sales","Husband","White","Male","USA",">50K",39,12,48,5178
"2170","Self-emp-not-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",40,14,50,99999
"2171","Private","Married","Sales","Husband","White","Male","USA","<=50K",47,13,60,4064
"2172","State-gov","Divorced","Prof-specialty","Not-in-family","White","Male","USA",">50K",62,13,40,14084
"2173","Self-emp-not-inc","Never-married","Prof-specialty","Own-child","Black","Female","Other","<=50K",32,13,60,2174
"2174","Private","Divorced","Sales","Unmarried","White","Male","Other","<=50K",42,7,50,1506
"2175","Private","Married","Sales","Husband","White","Male","USA",">50K",43,10,40,7688
"2176","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",55,15,40,99999
"2177","Private","Married","Craft-repair","Wife","White","Female","USA",">50K",40,9,40,7298
"2178","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",38,13,65,15024
"2179","Self-emp-inc","Married","Sales","Own-child","White","Male","USA",">50K",35,13,50,5178
"2180","Private","Never-married","Adm-clerical","Not-in-family","White","Female","USA","<=50K",25,11,40,4865
"2181","Self-emp-inc","Never-married","Tech-support","Not-in-family","White","Male","USA",">50K",36,13,55,27828
"2182","Local-gov","Never-married","Adm-clerical","Not-in-family","White","Female","USA","<=50K",21,10,4,594
"2183","Private","Married","Prof-specialty","Wife","Asian-Pac-Islander","Female","Other",">50K",45,13,40,5178
"2184","Private","Married","Sales","Wife","Black","Female","USA",">50K",28,13,45,15024
"2185","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA",">50K",50,10,40,7688
"2186","Private","Married","Adm-clerical","Husband","White","Male","USA","<=50K",47,11,40,4064
"2187","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",35,10,38,7688
"2188","Private","Separated","Machine-op-inspct","Not-in-family","White","Male","USA","<=50K",55,9,45,4865
"2189","Private","Married","Machine-op-inspct","Husband","White","Male","USA",">50K",39,11,40,5178
"2190","Private","Divorced","Handlers-cleaners","Own-child","White","Male","USA","<=50K",48,10,40,2176
"2191","Private","Never-married","Adm-clerical","Own-child","White","Male","USA","<=50K",24,13,30,2202
"2192","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",44,13,70,99999
"2193","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",38,14,65,99999
"2194","Private","Married","Machine-op-inspct","Husband","Other","Male","Other","<=50K",52,9,40,3781
"2195","Private","Never-married","Prof-specialty","Own-child","White","Male","USA","<=50K",30,10,50,3325
"2196","Private","Never-married","Adm-clerical","Unmarried","White","Female","USA",">50K",43,9,43,8614
"2197","Private","Never-married","Exec-managerial","Not-in-family","White","Male","USA",">50K",41,14,50,27828
"2198","Self-emp-inc","Divorced","Exec-managerial","Not-in-family","White","Male","USA",">50K",51,9,40,14084
"2199","Private","Married","Protective-serv","Husband","Black","Male","Other",">50K",54,11,38,15024
"2200","State-gov","Widowed","Prof-specialty","Unmarried","White","Female","USA","<=50K",55,11,40,6849
"2201","Private","Never-married","Other-service","Not-in-family","White","Male","USA","<=50K",43,10,45,2174
"2202","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",48,14,40,15024
"2203","Private","Divorced","Machine-op-inspct","Not-in-family","Black","Male","USA",">50K",52,9,40,14344
"2204","Private","Married","Sales","Husband","White","Male","USA",">50K",29,13,45,3103
"2205","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",31,9,40,15024
"2206","Private","Married","Prof-specialty","Wife","White","Female","USA",">50K",38,13,40,15024
"2207","Private","Separated","Tech-support","Not-in-family","White","Male","USA",">50K",47,14,40,27828
"2208","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",29,10,40,5013
"2209","Private","Married","Machine-op-inspct","Husband","White","Male","USA",">50K",36,9,40,7298
"2210","Private","Married","Transport-moving","Husband","White","Male","USA","<=50K",42,9,45,2885
"2211","Private","Married","Other-service","Wife","Black","Female","USA","<=50K",55,9,35,2407
"2212","Private","Never-married","Sales","Own-child","White","Female","Other","<=50K",17,7,18,1055
"2213","Private","Married","Craft-repair","Husband","White","Male","Other",">50K",61,4,40,7688
"2214","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",32,13,50,15024
"2215","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",27,13,55,7298
"2216","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",42,10,50,15024
"2217","Private","Married","Other-service","Husband","White","Male","USA","<=50K",51,11,55,4064
"2218","Private","Divorced","Sales","Not-in-family","White","Male","USA",">50K",49,14,45,4787
"2219","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA","<=50K",37,9,30,3137
"2220","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",31,10,40,5178
"2221","Private","Married","Craft-repair","Husband","White","Male","Other",">50K",31,11,40,4386
"2222","Private","Married","Machine-op-inspct","Husband","White","Male","USA","<=50K",32,10,40,3464
"2223","Private","Never-married","Adm-clerical","Not-in-family","White","Male","USA",">50K",35,9,40,8614
"2224","Private","Never-married","Sales","Not-in-family","White","Male","USA",">50K",34,13,50,99999
"2225","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",37,13,40,7298
"2226","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",54,13,55,7298
"2227","Private","Never-married","Adm-clerical","Unmarried","Black","Female","USA","<=50K",32,9,35,2977
"2228","Self-emp-not-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",41,15,40,15024
"2229","Private","Married","Farming-fishing","Husband","White","Male","Other","<=50K",48,2,50,3781
"2230","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",36,14,55,7298
"2231","Local-gov","Never-married","Prof-specialty","Not-in-family","White","Female","USA",">50K",67,16,50,7896
"2232","Private","Widowed","Priv-house-serv","Unmarried","White","Female","USA",">50K",47,13,35,25236
"2233","Private","Married","Prof-specialty","Husband","White","Male","USA","<=50K",47,9,24,5013
"2234","Private","Married","Sales","Husband","White","Male","Other","<=50K",32,15,40,4508
"2235","Private","Married","Prof-specialty","Husband","White","Male","Other",">50K",40,15,55,15024
"2236","Private","Married","Handlers-cleaners","Husband","White","Male","USA","<=50K",78,4,15,1797
"2237","Self-emp-not-inc","Married","Sales","Husband","White","Male","USA",">50K",37,9,50,99999
"2238","Private","Widowed","Other-service","Other-relative","White","Female","Other","<=50K",70,3,40,2346
"2239","State-gov","Divorced","Adm-clerical","Unmarried","Black","Female","USA","<=50K",42,13,40,2977
"2240","Self-emp-not-inc","Married","Craft-repair","Husband","White","Male","Other","<=50K",64,9,24,2635
"2241","Private","Separated","Exec-managerial","Unmarried","White","Male","USA",">50K",43,13,40,8614
"2242","Self-emp-inc","Married","Craft-repair","Husband","White","Male","USA",">50K",53,9,45,5178
"2243","Self-emp-not-inc","Married","Transport-moving","Husband","White","Male","USA","<=50K",60,10,46,3137
"2244","Self-emp-not-inc","Married","Craft-repair","Husband","White","Male","USA",">50K",45,9,50,7688
"2245","Self-emp-not-inc","Married","Prof-specialty","Husband","Other","Male","Other",">50K",51,15,70,99999
"2246","Local-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",44,14,35,15024
"2247","Private","Married","Sales","Husband","White","Male","USA",">50K",36,14,50,7688
"2248","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",65,13,65,99999
"2249","Self-emp-not-inc","Married","Prof-specialty","Husband","Black","Male","USA",">50K",38,14,60,99999
"2250","Self-emp-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",57,15,60,15024
"2251","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",65,16,40,99999
"2252","Private","Married","Prof-specialty","Husband","White","Male","USA","<=50K",73,13,75,1173
"2253","Private","Divorced","Adm-clerical","Unmarried","White","Female","USA","<=50K",53,10,40,1471
"2254","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",34,10,45,15024
"2255","Federal-gov","Married","Adm-clerical","Husband","White","Male","USA",">50K",61,10,40,9386
"2256","Private","Married","Prof-specialty","Husband","Asian-Pac-Islander","Male","Other",">50K",53,14,40,4386
"2257","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",46,13,50,7298
"2258","Private","Never-married","Prof-specialty","Unmarried","White","Female","USA",">50K",29,13,50,14344
"2259","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",50,5,40,2885
"2260","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",54,9,40,5178
"2261","Private","Separated","Transport-moving","Unmarried","Black","Female","USA","<=50K",69,9,40,2387
"2262","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",52,13,55,15024
"2263","Self-emp-not-inc","Married","Exec-managerial","Husband","White","Male","USA","<=50K",31,11,50,3137
"2264","Private","Married","Machine-op-inspct","Own-child","White","Female","USA","<=50K",36,6,40,3464
"2265","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",52,10,40,5013
"2266","Private","Married","Transport-moving","Husband","White","Male","USA","<=50K",38,13,40,4508
"2267","Local-gov","Married","Protective-serv","Husband","White","Male","USA","<=50K",52,10,42,3137
"2268","Private","Married","Sales","Husband","White","Male","USA",">50K",40,12,50,7688
"2269","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",37,9,45,15024
"2270","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",38,13,60,7298
"2271","Private","Married","Transport-moving","Husband","White","Male","USA","<=50K",51,10,40,3908
"2272","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",56,11,40,15024
"2273","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",38,10,43,7298
"2274","Local-gov","Married","Prof-specialty","Wife","White","Female","USA",">50K",49,13,30,7688
"2275","Local-gov","Never-married","Adm-clerical","Not-in-family","Black","Female","USA","<=50K",28,13,60,4101
"2276","Self-emp-not-inc","Married","Other-service","Husband","White","Male","USA","<=50K",80,9,40,1409
"2277","Private","Married","Sales","Husband","Black","Male","USA",">50K",36,10,50,7688
"2278","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",52,9,40,7688
"2279","Private","Never-married","Exec-managerial","Not-in-family","White","Male","USA",">50K",35,10,60,13550
"2280","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",38,13,50,15024
"2281","Private","Married","Other-service","Husband","White","Male","USA","<=50K",72,6,12,2414
"2282","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA","<=50K",67,9,20,1797
"2283","Private","Married","Transport-moving","Husband","White","Male","USA","<=50K",28,9,45,4064
"2284","Private","Married","Prof-specialty","Husband","Asian-Pac-Islander","Male","Other","<=50K",51,14,40,5013
"2285","Private","Never-married","Craft-repair","Not-in-family","White","Male","Other","<=50K",32,2,40,3674
"2286","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",46,13,37,3103
"2287","Self-emp-inc","Widowed","Sales","Not-in-family","White","Female","USA",">50K",63,10,60,14084
"2288","Private","Married","Craft-repair","Husband","Black","Male","USA",">50K",53,10,40,7688
"2289","Private","Divorced","Craft-repair","Not-in-family","White","Male","USA","<=50K",50,10,22,4650
"2290","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",45,13,55,7298
"2291","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",47,13,50,15024
"2292","Private","Married","Sales","Husband","White","Male","USA",">50K",53,9,60,15024
"2293","Private","Married","Sales","Wife","White","Female","USA",">50K",30,13,55,3103
"2294","Private","Never-married","Tech-support","Not-in-family","Black","Female","USA","<=50K",25,10,50,2174
"2295","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",37,13,40,15024
"2296","Local-gov","Divorced","Prof-specialty","Unmarried","White","Female","USA",">50K",59,14,60,8614
"2297","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA","<=50K",46,9,70,4386
"2298","Private","Married","Sales","Husband","White","Male","USA",">50K",31,10,45,15024
"2299","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",47,13,50,15024
"2300","Private","Never-married","Prof-specialty","Not-in-family","White","Female","USA",">50K",29,13,40,8614
"2301","Private","Married","Machine-op-inspct","Husband","White","Male","USA","<=50K",40,10,40,2580
"2302","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",46,13,55,15024
"2303","Self-emp-not-inc","Married","Exec-managerial","Husband","White","Male","USA","<=50K",35,10,60,3908
"2304","Self-emp-not-inc","Married","Exec-managerial","Wife","White","Female","USA",">50K",67,12,4,20051
"2305","State-gov","Never-married","Protective-serv","Own-child","White","Male","USA","<=50K",27,9,40,2174
"2306","Self-emp-not-inc","Married","Exec-managerial","Other-relative","White","Male","Other","<=50K",56,5,50,3411
"2307","Federal-gov","Married","Tech-support","Husband","White","Male","USA",">50K",46,13,40,3103
"2308","Private","Married","Handlers-cleaners","Husband","White","Male","USA",">50K",37,9,40,5178
"2309","Private","Never-married","Adm-clerical","Own-child","White","Female","USA","<=50K",26,9,40,2354
"2310","Private","Married","Sales","Husband","White","Male","USA","<=50K",32,10,50,4386
"2311","Private","Married","Prof-specialty","Wife","White","Female","USA",">50K",48,10,40,7298
"2312","Private","Married","Craft-repair","Husband","Black","Male","USA","<=50K",38,9,48,4386
"2313","Private","Married","Adm-clerical","Husband","White","Male","USA","<=50K",64,4,50,2580
"2314","Private","Married","Protective-serv","Husband","White","Male","USA",">50K",29,10,54,7688
"2315","Private","Married","Exec-managerial","Wife","White","Female","USA",">50K",56,10,50,7688
"2316","Private","Widowed","Sales","Unmarried","White","Female","USA","<=50K",78,9,12,2329
"2317","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",41,9,38,7688
"2318","Private","Married","Craft-repair","Husband","Black","Male","USA",">50K",55,10,40,15024
"2319","Private","Married","Sales","Husband","White","Male","USA",">50K",60,9,65,7298
"2320","Private","Married","Prof-specialty","Husband","White","Male","USA","<=50K",24,13,30,5013
"2321","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",58,10,60,7298
"2322","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",30,13,50,7688
"2323","Private","Married","Sales","Husband","White","Male","USA",">50K",58,9,40,7688
"2324","Self-emp-inc","Married","Exec-managerial","Husband","Asian-Pac-Islander","Male","Other",">50K",45,15,40,7688
"2325","Private","Married","Tech-support","Husband","White","Male","USA",">50K",42,13,45,7298
"2326","Self-emp-not-inc","Married","Prof-specialty","Wife","White","Female","USA","<=50K",36,9,40,3137
"2327","Private","Never-married","Priv-house-serv","Other-relative","White","Female","Other","<=50K",27,3,40,2176
"2328","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",66,13,40,20051
"2329","Private","Never-married","Craft-repair","Not-in-family","White","Male","USA",">50K",30,12,50,4787
"2330","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",43,15,60,15024
"2331","Private","Never-married","Tech-support","Own-child","White","Female","USA","<=50K",23,13,40,3325
"2332","Private","Never-married","Sales","Not-in-family","White","Male","USA",">50K",27,13,46,13550
"2333","Private","Divorced","Prof-specialty","Not-in-family","White","Male","USA",">50K",53,9,46,4787
"2334","Self-emp-not-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",69,9,12,9386
"2335","Self-emp-not-inc","Married","Sales","Husband","White","Male","USA",">50K",52,9,55,7688
"2336","Self-emp-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",46,15,60,15024
"2337","Private","Divorced","Transport-moving","Own-child","White","Male","USA","<=50K",46,10,55,3325
"2338","Private","Separated","Craft-repair","Unmarried","Asian-Pac-Islander","Male","USA",">50K",24,12,40,8614
"2339","Private","Never-married","Sales","Not-in-family","White","Male","USA",">50K",27,13,45,10520
"2340","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",42,9,50,7688
"2341","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",45,13,40,15024
"2342","Private","Married","Machine-op-inspct","Husband","White","Male","USA",">50K",44,10,40,3103
"2343","Private","Never-married","Exec-managerial","Own-child","White","Male","USA","<=50K",22,13,4,2202
"2344","Private","Married","Other-service","Husband","White","Male","Other",">50K",51,9,40,7298
"2345","Private","Never-married","Prof-specialty","Not-in-family","White","Female","USA",">50K",33,13,45,10520
"2346","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",38,13,45,7688
"2347","Private","Divorced","Exec-managerial","Not-in-family","White","Male","USA",">50K",64,13,55,27828
"2348","Federal-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",42,13,50,7298
"2349","Local-gov","Never-married","Protective-serv","Not-in-family","Black","Male","USA","<=50K",27,9,40,2174
"2350","Local-gov","Married","Exec-managerial","Husband","White","Male","USA","<=50K",66,9,20,3432
"2351","Private","Never-married","Machine-op-inspct","Unmarried","White","Male","USA","<=50K",26,7,48,6497
"2352","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",43,10,45,15024
"2353","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",44,10,45,7298
"2354","Private","Never-married","Adm-clerical","Other-relative","Asian-Pac-Islander","Male","Other","<=50K",30,11,40,2463
"2355","Private","Married","Sales","Husband","White","Male","USA",">50K",37,13,60,99999
"2356","Self-emp-inc","Married","Sales","Husband","White","Male","USA",">50K",30,13,50,7688
"2357","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",32,13,45,7298
"2358","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",55,11,50,5178
"2359","Private","Married","Tech-support","Wife","White","Female","USA","<=50K",37,10,40,5013
"2360","Private","Married","Sales","Husband","White","Male","USA",">50K",61,12,40,15024
"2361","Private","Divorced","Exec-managerial","Unmarried","White","Male","USA",">50K",64,13,50,27828
"2362","Private","Married","Machine-op-inspct","Husband","White","Male","Other","<=50K",58,4,50,2936
"2363","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",49,14,50,15024
"2364","Private","Never-married","Exec-managerial","Own-child","White","Female","USA","<=50K",29,13,10,3325
"2365","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA","<=50K",36,11,75,3908
"2366","Self-emp-not-inc","Married","Transport-moving","Husband","White","Male","USA",">50K",60,9,60,3103
"2367","Private","Never-married","Exec-managerial","Not-in-family","White","Male","USA",">50K",44,14,56,14084
"2368","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",50,14,50,7688
"2369","State-gov","Married","Exec-managerial","Husband","Black","Male","USA",">50K",66,15,55,20051
"2370","Federal-gov","Married","Adm-clerical","Husband","White","Male","USA",">50K",60,10,40,7298
"2371","Local-gov","Married","Protective-serv","Husband","White","Male","USA","<=50K",58,9,40,3908
"2372","Private","Married","Tech-support","Husband","White","Male","USA",">50K",54,10,40,7688
"2373","Private","Married","Sales","Husband","White","Male","USA",">50K",39,13,50,15024
"2374","Federal-gov","Married","Adm-clerical","Wife","White","Female","USA",">50K",48,13,40,7688
"2375","Private","Never-married","Sales","Not-in-family","White","Female","USA",">50K",35,13,45,8614
"2376","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",38,15,60,99999
"2377","Local-gov","Married","Protective-serv","Husband","White","Male","USA","<=50K",34,9,50,4064
"2378","Private","Married","Adm-clerical","Husband","White","Male","USA",">50K",55,9,50,6418
"2379","Local-gov","Separated","Prof-specialty","Unmarried","White","Female","USA","<=50K",60,13,55,5455
"2380","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",49,10,40,7298
"2381","Private","Divorced","Prof-specialty","Unmarried","White","Female","USA","<=50K",35,10,40,7443
"2382","Private","Married","Sales","Husband","White","Male","USA",">50K",54,9,50,15024
"2383","Private","Never-married","Prof-specialty","Not-in-family","White","Male","USA",">50K",51,14,40,27828
"2384","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",62,16,50,15024
"2385","Private","Married","Handlers-cleaners","Wife","Asian-Pac-Islander","Female","Other","<=50K",29,7,14,2829
"2386","Local-gov","Married","Transport-moving","Wife","White","Female","USA",">50K",45,9,40,5178
"2387","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","Other",">50K",54,13,40,7688
"2388","Local-gov","Married","Tech-support","Husband","White","Male","USA",">50K",43,10,99,4386
"2389","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",51,16,84,15024
"2390","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",46,13,45,7688
"2391","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",59,11,50,5178
"2392","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",40,13,99,15024
"2393","Private","Married","Craft-repair","Husband","White","Male","Other","<=50K",36,10,50,3137
"2394","Local-gov","Never-married","Craft-repair","Not-in-family","White","Male","USA",">50K",31,13,40,8614
"2395","Self-emp-not-inc","Married","Craft-repair","Husband","White","Male","USA","<=50K",35,5,30,2635
"2396","Private","Never-married","Exec-managerial","Not-in-family","White","Male","USA",">50K",32,14,40,14084
"2397","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",42,13,40,7688
"2398","Self-emp-inc","Married","Exec-managerial","Wife","Amer-Indian-Eskimo","Female","USA",">50K",46,9,40,15024
"2399","State-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",31,13,55,7298
